error_code,amount,retry_count,gateway_health,time_since_failure,customer_history,previous_attempt_result,recovered
E99,1123.21,1,0.311,2148,0.767,0,0
E01,3118.73,1,0.879,746,0.804,0,1
E01,271.74,0,0.535,2218,0.439,1,1
E02,4600.95,1,0.891,1344,0.073,0,1
E02,4351.36,1,0.808,1002,0.764,1,1
E01,7369.84,0,0.436,522,0.645,1,1
E03,1754.46,2,0.773,1382,0.183,0,0
E01,6351.8,2,0.793,249,0.761,0,1
E99,3136.27,0,0.449,899,0.19,1,0
E01,3880.97,1,0.403,1670,0.745,1,0
E01,7220.94,2,0.859,2277,0.721,1,0
E01,808.33,0,0.742,1655,0.057,1,1
E01,3493.55,0,0.792,368,0.778,0,1
E01,3974.1,1,0.45,2595,0.433,0,0
E01,7185.92,2,0.778,1525,0.526,0,1
E01,2072.32,2,0.771,2256,0.957,1,1
E01,9479.39,1,0.467,3522,0.915,1,1
E02,9977.84,2,0.416,175,0.41,0,1
E02,8207.21,1,0.545,3559,0.717,0,1
E01,3067.15,2,0.791,3425,0.532,1,0
E01,6672.28,1,0.355,1865,0.823,0,0
E01,923.17,2,0.899,98,0.35,0,1
E01,8725.67,1,0.404,891,0.493,1,0
E01,5208.33,2,0.872,814,0.156,0,0
E03,1846.75,2,0.325,2101,0.921,0,0
E99,3341.42,2,0.792,2489,0.897,1,0
E99,8027.35,0,0.649,1758,0.309,0,0
E02,8715.24,2,0.729,1281,0.598,1,0
E02,5245.16,0,0.979,153,0.406,1,1
E01,4855.08,2,0.242,3381,0.196,1,0
E03,7532.27,0,0.319,3560,0.092,1,0
E03,8279.28,2,0.263,118,0.823,1,1
E03,7671.98,1,0.616,1178,0.322,0,0
E99,3905.84,1,0.842,3538,0.535,0,0
E02,6455.07,2,0.244,1438,0.899,0,0
E03,8587.86,1,0.824,2242,0.069,0,0
E03,1602.43,0,0.546,1849,0.565,0,0
E01,3942.55,0,0.953,2280,0.948,1,1
E99,660.53,2,0.506,3169,0.811,1,0
E01,4147.89,1,0.988,1367,0.256,1,0
E99,7745.59,2,0.645,2877,0.239,0,0
E03,2050.58,0,0.992,1643,0.767,0,1
E01,5464.68,0,0.706,740,0.125,0,0
E03,462.2,2,0.477,270,0.613,1,0
E01,8986.73,0,0.843,2579,0.27,1,1
E03,8218.05,2,0.59,2169,0.839,0,1
E03,5291.65,1,0.447,3148,0.407,1,0
E03,7087.29,1,0.583,847,0.44,1,1
E99,1128.77,0,0.898,2571,0.797,1,0
E01,8467.57,0,0.786,85,0.133,0,0
E01,7181.09,2,0.339,501,0.615,1,0
E02,1287.68,1,0.871,2140,0.955,1,1
E01,9808.82,1,0.545,1940,0.661,1,1
E02,323.05,2,0.266,2132,0.127,1,0
E01,6322.26,1,0.318,3018,0.904,0,0
E02,1800.37,2,0.253,3001,0.171,1,0
E02,7220.65,2,0.741,705,0.397,0,0
E99,797.02,1,0.406,730,0.221,0,0
E01,902.9,0,0.277,1939,0.729,0,0
E99,4716.29,1,0.493,3446,0.299,1,1
E02,9940.69,2,0.894,2410,0.295,0,0
E01,2837.51,0,0.703,526,0.439,0,1
E02,6164.03,1,0.589,2287,0.319,1,1
E02,5234.13,0,0.787,1218,0.787,0,1
E01,8436.98,1,0.261,384,0.545,1,0
E02,2957.04,2,0.906,2564,0.573,0,0
E01,5593.95,1,0.342,999,0.202,0,0
E02,9511.17,2,0.217,2793,0.909,1,0
E02,3392.6,0,0.49,1988,0.378,0,1
E02,4450.12,2,0.247,1608,0.405,1,1
E03,8899.25,2,0.334,752,0.278,1,1
E01,3391.74,2,0.791,1053,0.953,1,1
E99,3868.67,1,0.524,1202,0.621,0,0
E03,3110.78,2,0.206,2496,0.107,0,0
E99,8114.36,2,0.715,1494,0.231,1,0
E03,9310.83,2,0.766,123,0.502,0,0
E01,6347.88,2,0.922,50,0.227,1,1
E02,6273.94,0,0.324,989,0.619,1,0
E01,3961.04,1,0.886,1838,0.339,1,0
E03,223.59,2,0.767,1200,0.379,1,0
E02,1821.98,2,0.651,3581,0.789,0,0
E01,1559.64,0,0.409,833,0.543,0,1
E99,1247.23,1,0.566,1470,0.156,1,0
E01,6575.07,0,0.359,1432,0.4,1,1
E02,1449.85,0,0.774,988,0.893,1,1
E03,947.78,0,0.763,3178,0.845,1,1
E01,3887.56,2,0.353,911,0.764,1,1
E02,2565.32,0,0.402,39,0.843,0,1
E03,1544.02,1,0.921,1855,0.136,0,0
E01,1546.67,0,0.577,2285,0.165,0,0
E02,2636.44,2,0.641,1642,0.068,1,0
E01,5414.81,2,0.967,1517,0.168,0,0
E03,7605.15,1,0.366,3103,0.824,1,0
E01,8542.49,2,0.702,1346,0.086,1,1
E99,7539.04,0,0.819,2301,0.487,0,0
E99,6319.31,2,0.456,3015,0.282,1,0
E01,9085.48,1,0.447,1435,0.833,0,1
E01,5245.39,1,0.917,1946,0.805,1,1
E02,6370.23,0,0.28,1389,0.77,0,0
E03,4175.04,2,0.326,2212,0.406,1,0
E02,3341.1,0,0.529,1970,0.92,1,1
E01,3383.95,2,0.839,3068,0.892,1,1
E01,1568.34,2,0.564,912,0.662,0,1
E99,7986.32,2,0.416,583,0.626,1,0
E02,648.14,0,0.536,1522,0.367,0,1
E99,6779.38,2,0.556,2205,0.742,1,0
E02,8658.16,2,0.782,1026,0.932,0,1
E99,5024.54,1,0.895,3593,0.347,0,0
E01,794.99,1,0.457,1856,0.319,0,0
E01,4341.33,0,0.767,2922,0.298,1,1
E99,3497.94,1,0.761,1968,0.974,1,0
E99,9856.84,2,0.814,1414,0.558,1,0
E01,6943.53,0,0.66,3048,0.96,0,1
E02,7241.46,2,0.212,568,0.63,0,0
E02,5206.69,0,0.725,904,0.326,1,1
E02,7123.2,2,0.69,2754,0.601,1,0
E01,7253.45,1,0.689,3257,0.196,0,0
E99,756.95,0,0.425,1048,0.471,0,0
E01,2303.8,1,0.278,1927,0.466,0,0
E03,228.38,0,0.351,1750,0.592,0,0
E01,5147.09,1,0.373,2616,0.414,1,0
E01,8770.42,1,0.339,1798,0.478,0,0
E03,6134.59,1,0.396,2202,0.874,1,0
E01,5052.05,0,0.255,2409,0.22,1,0
E03,9267.06,0,0.415,2984,0.917,0,0
E01,1804.96,2,0.998,500,0.556,1,0
E99,838.58,1,0.609,2387,0.641,0,0
E03,9181.33,1,0.476,651,0.148,0,0
E99,9037.54,0,0.776,40,0.187,0,0
E01,6861.43,2,0.576,2579,0.739,0,0
E01,2535.19,0,0.224,1405,0.897,0,1
E02,9700.66,2,0.638,2580,0.538,0,0
E02,7676.93,2,0.443,3378,0.207,0,0
E01,6771.56,0,0.657,464,0.799,1,1
E01,2306.82,0,0.339,1625,0.912,1,1
E02,5179.58,0,0.586,356,0.68,1,1
E01,8243.5,0,0.355,2982,0.222,0,0
E02,8616.58,2,0.439,3598,0.438,0,0
E01,5658.16,1,0.75,3128,0.933,0,0
E01,5275.66,1,0.382,3577,0.23,1,0
E03,7007.07,1,0.534,1197,0.211,1,0
E02,5329.66,2,0.259,1001,0.71,0,0
E01,4235.04,2,0.75,3087,0.561,1,0
E02,945.65,0,0.631,2346,0.242,0,1
E03,1347.89,2,0.851,1359,0.63,0,0
E02,7626.73,1,0.628,758,0.93,1,1
E02,344.17,2,0.995,92,0.854,1,1
E99,617.82,2,0.393,138,0.056,1,0
E02,9055.97,1,0.794,2500,0.874,1,1
E99,7069.57,1,0.546,950,0.639,1,0
E03,141.71,1,0.501,2953,0.301,1,0
E01,3189.23,0,0.785,3046,0.138,1,1
E02,7656.85,0,0.964,1626,0.963,0,1
E03,4234.25,1,0.804,1080,0.077,0,0
E99,4741.1,2,0.464,625,0.224,1,0
E02,4642.11,1,0.608,924,0.681,0,1
E01,2101.13,1,0.374,2215,0.762,1,1
E02,7241.78,1,0.696,2721,0.301,1,0
E01,1119.76,0,0.522,2657,0.743,1,0
E03,5121.79,1,0.383,3451,0.769,0,0
E02,1782.56,1,0.217,2357,0.805,1,0
E03,560.67,2,0.94,1829,0.759,1,0
E99,1518.11,2,0.263,1281,0.081,0,0
E03,8706.42,2,0.463,1211,0.889,1,0
E03,1843.86,1,0.352,1326,0.579,1,0
E03,2855.86,2,0.595,3166,0.455,0,0
E03,1467.14,0,0.356,1977,0.073,0,0
E99,7381.9,0,0.789,796,0.605,0,1
E01,4509.95,2,0.38,697,0.203,0,0
E02,9441.99,1,0.348,103,0.565,1,0
E01,6676.81,0,0.374,3046,0.228,0,1
E99,5360.75,1,0.438,791,0.697,1,0
E03,6600.65,2,0.713,369,0.134,1,0
E02,500.21,0,0.368,1043,0.614,0,0
E01,9511.54,1,0.757,1752,0.655,1,1
E01,9568.65,2,0.544,3454,0.422,0,1
E03,2833.78,2,0.358,3094,0.912,1,1
E01,6320.13,1,0.392,616,0.545,1,0
E01,2098.96,2,0.622,1906,0.755,1,1
E99,5519.97,2,0.503,2967,0.468,1,0
E03,7730.81,1,0.611,2739,0.794,0,0
E01,9404.24,2,0.85,1691,0.894,1,1
E01,3458.25,2,0.237,863,0.438,1,1
E99,6965.7,0,0.515,2827,0.959,1,0
E03,7192.63,0,0.532,1604,0.194,0,0
E03,2289.37,2,0.401,854,0.845,1,0
E01,6327.42,0,0.554,2567,0.544,0,0
E01,6588.67,2,0.653,3177,0.18,1,0
E01,7664.35,1,0.668,3198,0.638,1,1
E03,9999.48,2,0.736,3374,0.173,1,0
E01,498.3,1,0.261,2315,0.884,1,1
E01,2102.82,0,0.568,2764,0.817,1,1
E03,1536.28,0,0.806,874,0.665,1,1
E99,1628.9,1,0.564,1166,0.269,1,0
E03,4597.06,1,0.725,527,0.955,0,0
E02,8797.51,0,0.672,292,0.852,1,1
E02,4542.36,2,0.572,3029,0.722,1,0
E02,6717.96,0,0.263,1646,0.393,0,1
E01,3827.34,2,0.707,1994,0.505,1,1
E02,3264.67,0,0.628,315,0.368,1,1
E02,8358.93,0,0.205,662,0.848,0,0
E02,6589.92,1,0.365,275,0.34,1,0
E99,3573.86,1,0.249,1748,0.274,0,0
E99,9150.19,1,0.656,2091,0.251,0,0
E01,5035.26,0,0.212,455,0.427,0,0
E02,1963.92,0,0.874,2550,0.636,0,0
E01,4883.9,0,0.958,379,0.832,0,1
E02,6779.52,1,0.98,3019,0.919,0,0
E01,3734.41,2,0.381,3311,0.125,1,1
E01,8453.47,1,0.596,2304,0.094,0,0
E03,5378.13,2,0.913,1961,0.391,0,0
E02,4730.87,0,0.75,2634,0.811,1,0
E99,8601.24,0,0.439,896,0.903,1,0
E01,4682.89,0,0.867,3316,0.208,0,0
E01,4202.66,0,0.659,3172,0.319,1,1
E02,1126.79,0,0.784,2504,0.898,1,1
E01,3688.67,1,0.976,3595,0.591,0,1
E01,4030.78,2,0.998,1090,0.433,1,1
E99,1888.16,1,0.604,3183,0.279,1,0
E01,5919.45,2,0.325,123,0.156,1,0
E01,1524.04,0,0.696,2691,0.152,1,0
E02,2314.53,2,0.715,1042,0.684,1,0
E02,5654.81,0,0.658,3463,0.727,1,0
E02,2762.94,0,0.538,2042,0.394,1,1
E02,6432.72,1,0.665,711,0.62,1,1
E03,6936.08,1,0.627,1134,0.197,1,1
E01,3082.78,0,0.956,3159,0.07,0,1
E02,965.14,0,0.87,2896,0.144,1,0
E03,4945.57,2,0.515,1292,0.15,1,0
E99,1019.69,2,0.657,945,0.976,1,0
E02,5200.83,2,0.653,117,0.272,0,0
E02,7289.56,0,0.609,445,0.176,0,0
E01,6241.26,1,0.246,117,0.798,1,1
E01,4537.85,2,0.77,1188,0.395,1,1
E01,9464.0,1,0.785,677,0.244,1,0
E03,1107.3,0,0.587,73,0.257,1,1
E01,8812.01,2,0.921,2806,0.181,1,0
E03,8021.28,2,0.987,3165,0.125,0,0
E01,4255.41,0,0.85,3228,0.689,0,1
E99,1613.39,2,0.942,3012,0.464,1,1
E03,1643.08,2,0.59,461,0.19,0,0
E01,9225.88,1,0.931,592,0.795,1,1
E01,2413.68,0,0.948,3043,0.068,0,0
E01,8753.75,2,0.699,55,0.455,0,1
E99,5082.62,2,0.321,2719,0.17,0,0
E01,4671.17,0,0.322,454,0.076,0,0
E02,6233.16,0,0.578,188,0.568,0,0
E02,2228.89,0,0.788,2809,0.196,1,1
E03,4340.87,2,0.601,2633,0.114,0,0
E02,9391.0,1,0.84,307,0.5,0,0
E02,2458.74,0,0.816,139,0.843,1,1
E99,9223.68,1,0.363,3180,0.506,0,0
E01,9942.68,2,0.306,946,0.125,1,0
E03,613.88,0,0.765,3488,0.336,1,1
E01,5360.65,1,0.456,1911,0.469,1,0
E02,1801.01,0,0.945,3523,0.314,1,1
E99,6254.97,0,0.895,3273,0.367,1,1
E03,9896.47,1,0.561,2217,0.52,1,1
E03,8979.12,2,0.664,380,0.936,1,1
E01,9256.0,2,0.878,3229,0.807,1,1
E02,2212.16,0,0.897,1254,0.242,1,0
E02,5468.96,0,0.646,908,0.788,0,1
E02,2424.83,1,0.978,2077,0.421,1,1
E02,9004.3,0,0.617,1286,0.817,0,1
E01,1992.42,0,0.233,2664,0.63,1,1
E01,1624.19,1,0.65,954,0.688,0,1
E01,220.41,2,0.822,3295,0.39,0,0
E02,1901.28,1,0.988,359,0.72,1,1
E01,1978.65,2,0.284,1688,0.582,1,0
E99,867.15,0,0.552,3457,0.631,0,1
E03,8690.64,1,0.669,3027,0.564,1,0
E01,7821.98,1,0.905,2953,0.102,0,0
E03,2619.37,2,0.773,2221,0.496,0,0
E03,7854.25,1,0.385,2050,0.098,1,0
E01,4279.43,2,0.888,735,0.208,0,0
E01,7777.65,2,0.731,1072,0.497,1,0
E01,3297.78,2,0.916,2086,0.432,1,0
E01,5690.08,1,0.867,1104,0.095,0,0
E03,3877.94,0,0.303,1130,0.179,1,0
E99,1957.99,1,0.968,2444,0.487,1,1
E01,5897.77,1,0.563,2533,0.96,1,1
E03,7533.22,0,0.986,1786,0.507,0,1
E01,7555.76,0,0.35,1025,0.776,0,0
E02,3627.27,2,0.835,635,0.466,0,0
E03,5235.25,1,0.444,946,0.23,0,0
E02,7661.41,2,0.236,1187,0.07,1,0
E01,639.53,0,0.995,3403,0.403,0,1
E02,811.69,2,0.443,1161,0.914,0,0
E99,3824.61,2,0.264,3271,0.355,1,0
E01,2312.37,1,0.888,1938,0.396,0,1
E01,3809.0,1,0.546,1626,0.701,0,1
E01,1028.16,2,0.661,964,0.743,1,0
E02,5960.88,1,0.988,2755,0.622,0,0
E02,6750.23,2,0.585,3033,0.368,0,0
E03,7939.22,0,0.254,3535,0.939,1,1
E03,6540.18,0,0.753,2953,0.381,0,0
E99,4024.18,0,0.768,319,0.324,1,1
E03,9355.79,0,0.355,3165,0.843,1,0
E01,7290.69,2,0.636,2182,0.929,1,1
E02,5324.04,2,0.495,1847,0.949,0,1
E01,2147.82,1,0.24,913,0.551,0,0
E01,6524.85,1,0.449,1823,0.867,1,1
E99,5958.03,2,0.928,2880,0.223,0,0
E03,6864.97,1,0.44,2121,0.886,0,0
E99,7833.14,1,0.378,365,0.763,0,0
E02,9158.99,0,0.953,2720,0.425,1,1
E02,9495.66,0,0.506,2839,0.28,1,1
E02,6338.84,2,0.952,2420,0.764,0,0
E01,9662.96,2,0.904,722,0.455,0,1
E01,9123.08,1,0.576,1063,0.97,0,1
E02,125.88,2,0.508,1642,0.853,1,1
E01,6412.41,2,0.31,3129,0.793,1,0
E99,1866.85,0,0.352,2929,0.364,0,1
E01,3022.41,2,0.386,344,0.719,1,0
E01,3045.25,2,0.576,243,0.761,0,1
E03,4882.98,0,0.498,179,0.435,1,0
E01,207.58,0,0.84,3341,0.139,0,0
E99,2434.38,2,0.437,3109,0.741,1,0
E03,388.3,0,0.54,783,0.327,1,1
E01,6540.53,0,0.298,3298,0.175,0,1
E03,8903.95,0,0.417,1803,0.09,1,1
E03,9978.11,0,0.826,1128,0.358,0,1
E03,4540.71,1,0.766,2644,0.529,1,0
E03,2675.4,1,0.522,249,0.086,1,0
E03,8545.73,2,0.662,445,0.58,0,1
E02,1220.27,0,0.567,922,0.892,1,0
E01,9744.97,0,0.916,2191,0.612,0,1
E03,7176.89,1,0.516,3018,0.543,0,0
E99,5088.95,2,0.778,1856,0.268,0,0
E02,1056.84,1,0.375,1582,0.463,0,0
E03,280.14,2,0.547,2109,0.615,1,0
E02,5490.87,0,0.623,43,0.863,1,0
E03,4197.12,1,0.284,2385,0.879,0,0
E99,8442.38,1,0.67,2898,0.475,1,0
E01,6458.82,0,0.66,1514,0.223,0,1
E01,4375.77,0,0.327,2332,0.715,1,1
E02,2337.47,0,0.999,1076,0.944,1,1
E02,4856.18,1,0.274,3371,0.95,1,0
E02,1713.64,0,0.916,662,0.986,1,0
E01,6703.43,0,0.593,496,0.287,1,1
E02,6096.72,2,0.378,3380,0.837,0,0
E02,8119.71,0,0.29,1826,0.099,0,0
E02,4550.34,2,0.76,1445,0.064,0,0
E03,2858.62,1,0.804,2937,0.683,1,1
E03,8380.31,0,0.739,1016,0.163,0,0
E03,6940.87,1,0.536,1064,0.415,1,0
E03,7096.42,1,0.338,190,0.062,1,0
E03,5328.04,0,0.832,1866,0.132,1,0
E02,8772.19,0,0.897,2704,0.246,1,1
E03,2355.06,2,0.513,3550,0.571,1,0
E01,4076.75,0,0.873,1900,0.362,0,0
E01,7982.7,2,0.708,270,0.58,1,1
E02,1416.31,0,0.622,688,0.66,0,1
E99,8100.28,1,0.688,1013,0.053,0,1
E03,3590.69,0,0.286,3216,0.847,0,0
E01,1342.49,2,0.3,2090,0.104,1,0
E02,883.58,0,0.781,3361,0.871,0,1
E01,8445.98,2,0.976,3039,0.967,1,1
E03,7808.29,0,0.606,3170,0.899,1,1
E03,2951.61,0,0.243,1007,0.56,1,0
E02,1251.99,1,0.254,2019,0.773,0,0
E02,2547.62,1,0.574,217,0.212,0,1
E01,2208.58,1,0.726,1344,0.931,1,1
E02,7357.25,2,0.324,1127,0.072,0,0
E99,2234.07,1,0.226,583,0.568,0,0
E03,2239.38,2,0.784,223,0.484,0,0
E02,419.45,1,0.317,1358,0.799,1,0
E02,6008.91,0,0.551,253,0.75,1,1
E01,6920.9,1,0.787,2204,0.36,1,0
E01,6569.56,1,0.3,999,0.204,0,1
E01,5729.13,1,0.554,816,0.797,1,0
E02,9664.14,2,0.289,399,0.969,1,1
E99,4780.11,2,0.478,1670,0.142,1,0
E02,8615.35,0,0.93,609,0.739,1,1
E01,6495.5,0,0.749,2063,0.535,1,1
E01,933.2,0,0.218,3550,0.343,1,0
E01,8119.88,1,0.308,2633,0.064,1,0
E03,5885.45,0,0.435,418,0.731,0,0
E02,6569.9,0,0.916,329,0.174,1,1
E03,1884.25,1,0.798,3150,0.85,1,1
E03,4431.15,1,0.694,3121,0.299,1,0
E01,8817.77,2,0.322,1305,0.607,1,1
E03,2232.77,1,0.943,1642,0.317,0,0
E99,101.24,2,0.847,1358,0.71,1,0
E02,2649.34,2,0.392,2095,0.16,1,0
E01,4926.67,1,0.523,751,0.372,0,0
E99,8230.65,2,0.543,3385,0.528,1,0
E99,6468.58,2,0.67,1454,0.6,1,0
E02,9198.73,1,0.5,605,0.595,1,0
E02,4610.09,2,0.368,1084,0.125,1,0
E01,3969.07,0,0.734,3184,0.082,1,0
E03,2391.04,0,0.742,1041,0.273,0,0
E02,2258.82,2,0.554,2896,0.085,1,0
E01,7387.49,2,0.589,2757,0.257,0,1
E03,895.56,0,0.241,3578,0.106,0,0
E99,2502.86,2,0.565,552,0.546,0,0
E03,8870.36,1,0.84,1415,0.148,1,0
E01,5811.52,1,0.673,3028,0.44,0,0
E01,561.22,2,0.937,457,0.773,1,1
E99,7072.12,0,0.773,124,0.776,1,0
E99,5116.16,1,0.822,52,0.578,0,1
E02,8559.77,0,0.567,296,0.079,0,0
E03,6856.1,1,0.339,2853,0.554,0,0
E02,144.02,0,0.93,1256,0.288,1,1
E02,2136.82,0,0.727,492,0.584,0,0
E01,2653.84,2,0.928,2534,0.904,1,0
E01,7052.1,0,0.694,1102,0.613,1,1
E01,5142.21,1,0.564,500,0.934,1,1
E03,7499.73,2,0.308,3554,0.246,1,0
E01,5177.39,2,0.518,2103,0.302,0,0
E01,3341.11,0,0.678,1592,0.19,1,0
E02,1126.24,2,0.945,3316,0.124,1,1
E01,2105.96,1,0.863,833,0.06,0,0
E01,4067.72,0,0.611,2123,0.922,0,1
E02,5559.4,1,0.558,2711,0.475,1,0
E02,9392.51,1,0.227,22,0.933,1,0
E03,2473.23,1,0.481,978,0.862,0,1
E99,6694.24,1,0.985,346,0.749,0,0
E01,1610.2,0,0.793,1912,0.913,1,1
E99,7166.16,0,0.62,2450,0.298,0,0
E99,212.27,0,0.89,567,0.855,1,1
E03,6593.61,2,0.218,512,0.689,0,0
E03,1715.85,1,0.966,1659,0.614,1,0
E03,1885.21,1,0.76,1430,0.632,0,0
E03,5633.19,1,0.211,391,0.902,0,0
E03,3816.57,2,0.764,2453,0.923,0,0
E01,4765.92,2,0.267,2783,0.216,1,0
E99,3158.0,2,0.712,1542,0.126,0,0
E02,9539.32,0,0.441,1315,0.306,1,1
E03,2977.5,0,0.37,577,0.812,1,1
E02,5466.27,2,0.702,1148,0.141,1,0
E01,8558.12,2,0.547,1826,0.672,0,0
E02,6675.39,0,0.252,3577,0.425,1,0
E02,3295.49,1,0.858,668,0.908,0,1
E02,5569.12,0,0.413,2987,0.821,0,1
E01,921.61,2,0.695,1808,0.527,1,1
E01,5502.3,2,0.687,1994,0.408,0,1
E02,4370.75,2,0.245,1081,0.835,0,0
E02,7603.54,2,0.998,3399,0.28,0,0
E99,8494.24,1,0.558,232,0.561,1,1
E01,2076.2,0,0.364,761,0.926,1,1
E01,907.21,2,0.549,1142,0.617,0,1
E01,3966.51,1,0.682,2064,0.924,0,1
E02,5388.09,0,0.202,1524,0.465,0,0
E02,3830.34,2,0.44,3344,0.642,1,0
E03,6322.76,1,0.629,665,0.934,1,0
E99,5105.95,0,0.756,2051,0.743,1,0
E01,9372.6,2,0.451,1744,0.901,1,0
E03,4152.97,0,0.523,1109,0.832,0,0
E01,916.69,0,0.377,84,0.123,0,0
E01,3089.16,1,0.434,2922,0.293,1,1
E02,6098.35,0,0.75,722,0.747,0,1
E01,2634.65,2,0.47,500,0.887,1,1
E03,2762.99,2,0.424,2053,0.804,1,1
E03,3461.77,1,0.439,548,0.344,1,0
E03,7486.8,0,0.69,2301,0.634,1,0
E02,9407.32,1,0.649,2632,0.672,1,0
E03,3568.73,0,0.526,827,0.461,1,1
E02,2035.33,2,0.706,250,0.602,1,0
E01,4264.31,2,0.714,349,0.977,0,1
E01,3583.21,0,0.21,183,0.562,0,1
E03,9901.25,1,0.471,1744,0.233,0,0
E99,4692.3,2,0.395,1365,0.524,1,0
E01,6824.91,1,0.863,2799,0.215,0,1
E02,9146.5,0,0.42,1433,0.697,1,1
E03,6327.71,0,0.454,2343,0.898,1,1
E03,2568.85,2,0.63,1691,0.685,0,0
E02,6113.36,1,0.638,1541,0.875,1,1
E03,4078.58,1,0.849,2666,0.734,0,1
E03,4281.26,0,0.51,1831,0.461,1,0
E99,9795.31,0,0.425,2048,0.556,0,0
E01,2858.05,1,0.687,1621,0.551,0,1
E99,4742.46,1,0.783,2569,0.419,1,1
E01,1682.68,1,0.994,1097,0.137,0,0
E03,1867.59,2,0.695,180,0.71,0,1
E01,6074.5,0,0.593,1525,0.094,0,0
E01,7535.06,1,0.306,1137,0.242,0,1
E01,6400.95,0,0.99,3228,0.477,1,1
E02,3359.91,0,0.748,3479,0.978,1,0
E01,690.22,1,0.332,784,0.338,1,0
E01,4755.61,0,0.568,1540,0.797,1,0
E02,5092.27,1,0.648,1557,0.444,1,0
E02,7729.45,1,0.374,801,0.258,1,0
E03,6438.87,1,0.786,36,0.075,0,0
E99,8725.46,2,0.72,3571,0.133,1,0
E03,7851.53,0,0.387,2347,0.442,0,0
E01,3722.19,1,0.992,1481,0.426,0,0
E01,6358.99,2,0.959,662,0.639,1,1
E99,7498.14,0,0.412,1724,0.108,1,0
E01,9573.12,1,0.553,981,0.317,1,1
E02,4281.29,2,0.916,806,0.072,1,0
E99,6517.99,1,0.525,3447,0.87,0,0
E99,3987.37,0,0.964,2363,0.424,0,0
E02,7404.5,2,0.36,1111,0.599,0,0
E03,9128.73,0,0.779,746,0.718,0,0
E02,9200.34,0,0.68,2768,0.302,0,1
E03,1655.17,1,0.477,2196,0.177,1,0
E01,2120.56,0,0.774,3077,0.595,0,1
E01,7573.8,1,0.219,2727,0.899,1,0
E03,6347.0,1,0.385,1448,0.889,0,0
E01,9060.56,2,0.409,2348,0.34,1,0
E03,3206.63,1,0.294,1371,0.3,0,0
E02,8495.41,1,0.227,326,0.382,1,0
E99,6869.38,2,0.482,115,0.281,1,0
E03,2035.02,0,0.375,288,0.957,1,0
E02,1352.29,1,0.306,3310,0.083,0,0
E03,7056.96,2,0.326,3032,0.23,0,0
E01,1668.77,0,0.861,1408,0.077,1,1
E02,7963.86,0,0.276,3256,0.853,1,0
E01,5615.24,0,0.78,2654,0.493,1,1
E99,4820.98,2,0.243,489,0.264,0,0
E03,2827.74,1,0.233,813,0.422,1,1
E99,9840.07,0,0.554,1352,0.15,0,0
E99,7249.45,2,0.505,2897,0.151,1,0
E99,7802.83,2,0.637,2354,0.94,1,1
E01,7710.24,0,0.762,1415,0.704,1,1
E99,5881.75,2,0.448,3007,0.65,0,0
E02,9403.02,2,0.356,1170,0.494,0,0
E02,5879.83,2,0.858,3272,0.51,0,0
E02,5248.45,0,0.332,2597,0.776,0,1
E01,2809.73,0,0.839,2515,0.099,0,0
E01,2889.19,1,0.67,316,0.677,0,1
E01,7395.15,2,0.431,531,0.567,1,0
E01,3414.2,1,0.451,3540,0.338,1,0
E02,7314.24,2,0.497,2766,0.253,1,1
E99,9531.8,0,0.673,926,0.86,0,0
E03,4449.14,1,0.984,3092,0.926,1,1
E02,1063.52,2,0.455,1109,0.14,1,0
E02,6698.81,1,0.953,1265,0.21,0,1
E02,194.28,2,0.364,1095,0.677,1,1
E01,7891.33,1,0.29,1779,0.778,0,0
E03,5303.97,0,0.626,2742,0.512,1,0
E01,4948.35,2,0.981,599,0.921,0,0
E03,5737.48,2,0.588,3482,0.871,1,0
E03,5212.44,2,0.84,1096,0.169,1,0
E02,3305.39,1,0.578,3486,0.184,0,0
E99,2886.94,1,0.88,3131,0.131,1,0
E01,4211.44,0,0.85,1971,0.873,1,1
E99,8959.6,1,0.749,320,0.574,0,1
E03,1440.17,0,0.692,2066,0.935,0,1
E03,3315.17,0,0.615,2744,0.735,1,1
E03,2003.77,0,0.965,3535,0.738,1,1
E03,4328.66,1,0.646,352,0.168,0,0
E99,1421.63,2,0.47,2681,0.153,0,0
E02,7631.88,2,0.906,1054,0.925,1,1
E03,1124.33,2,0.728,2699,0.504,0,0
E03,6686.09,1,0.647,2097,0.984,1,0
E02,2750.33,2,0.746,3119,0.354,1,0
E99,4774.68,2,0.479,12,0.634,1,0
E02,2079.88,2,0.537,1820,0.588,0,0
E02,7329.21,1,0.356,2431,0.114,1,1
E01,9487.93,0,0.884,1365,0.538,0,1
E01,2295.28,1,0.732,1138,0.919,0,0
E03,9536.22,2,0.859,1179,0.477,0,0
E02,3320.21,2,0.454,2695,0.494,0,0
E02,5622.69,0,0.996,748,0.709,1,1
E01,7045.74,0,0.486,3510,0.784,0,0
E02,2072.76,1,0.483,753,0.828,0,1
E03,4503.16,2,0.969,1499,0.475,1,0
E99,771.49,2,0.724,3575,0.467,0,0
E01,7000.83,2,0.947,108,0.495,1,1
E02,4224.5,0,0.699,1211,0.961,1,1
E02,8927.28,2,0.397,3056,0.923,0,0
E03,2812.52,0,0.513,1139,0.635,0,1
E02,9243.65,2,0.887,989,0.317,1,0
E02,1496.29,2,0.592,4,0.896,0,1
